bvid,uid,title,tname,pubdate,view,danmaku,reply,favorite,coin,share,like
BV1tJ411s7om,7481602,《两晋十六国》E23 盛极而衰：前秦退场、战神慕容垂带领后燕走向巅峰,人文历史,2019-12-22 19:50:52,307893,2346,1005,1831,6593,382,10044
BV1RJ411k7yv,7481602,【VLOG 019】户外徒步，在海拔2862米吃火锅，感受山巅之美,美食侦探,2019-12-12 17:35:07,23769,125,179,147,439,44,1146
BV1oJ411i7Fj,7481602,《两晋十六国》E22 七国分秦：全明星集体毕业建国分秦、东晋谢家宝树纷纷陨落,人文历史,2019-12-06 22:52:44,356176,4781,1135,1913,6336,581,10236
BV1TJ411Q7Y9,7481602,《两晋十六国》E21 苻坚之死：凤皇慕容冲进占阿房城、一代天王殒命、大乱斗时代开启,人文历史,2019-11-29 17:39:16,368019,2174,947,2061,5898,616,10412
BV14J41127wa,7481602,《两晋十六国》E20 北方分崩：后淝水之战时代，北方再次分崩，苻坚心碎时刻,人文历史,2019-11-21 17:21:10,329306,2262,760,1815,6217,416,9968
BV1hE411v7K4,7481602,《两晋十六国》E19 淝水之战：苻坚百万动员、十六国的分水岭之战、八万北府兵力挽狂澜！,人文历史,2019-11-10 09:00:24,811862,6936,1871,10045,13415,2947,22541
BV1QE411b7sL,7481602,【VLOG 018】东方最古老的光影艺术 | 一名95后皮影艺人的日常,出行,2019-10-31 14:59:27,31752,177,182,289,768,120,1364
BV1YE411a7Zk,7481602,《两晋十六国》E18 盛世幻影：桓温、王猛退场、前秦一统北方、淝水之战的前声,人文历史,2019-10-26 15:47:04,342260,3324,794,1553,5465,377,9207
BV1BE411C7Cj,7481602,《两晋十六国》E17 苻秦全盛：苻坚灭燕开启暴走模式、桓温造谣陷入晚年皇位纠结,人文历史,2019-10-17 00:27:16,358553,2288,715,1595,4763,385,8811
BV19E411f7Zq,7481602,《两晋十六国》E16 折戟枋头：桓温北伐梦断枋头、慕容垂领兵危机四伏,人文历史,2019-10-10 18:24:21,312323,1932,512,1418,4659,305,8387
BV1uE411D7tD,7481602,【VLOG 016】中国第一国宝 | 梁思成打脸日本学者 | 唐代建筑速记手册,出行,2019-10-05 10:00:53,162868,913,588,2516,3442,1276,6788
BV1iE411Q7et,7481602,【VLOG 015】地上文物看山西 | 探访唐代国宝级建筑 | 惊为天人的旷世壁画,出行,2019-10-03 07:23:59,128563,771,472,1117,2268,629,4844
BV1CJ411g7oR,7481602,《两晋十六国》E15 乱世英才：你能叫的上名字的，都来了…,人文历史,2019-09-22 20:48:11,352973,2635,541,1691,5737,368,9834
BV1XJ411A7Ep,7481602,《两晋十六国》E14 桓温北伐：殷浩骚操作送人头、桓温灞上见王猛,人文历史,2019-09-15 20:32:15,334582,2414,536,1712,5264,362,9357
BV164411C7Zt,7481602,《两晋十六国》E13 冉魏兴衰：苻健趁机关中立业、冉闵魂归武悼天王,人文历史,2019-09-08 20:23:17,343421,2863,1235,1643,4817,342,9005
BV1g4411m7tt,7481602,《两晋十六国》E12 乱世乱世：冉闵上位后赵终结者、慕容家全明星阵容整装待发,人文历史,2019-09-01 01:37:43,326870,2562,1524,1518,4957,301,9047
BV1U4411q7vo,7481602,《两晋十六国》E011 成汉之亡：石虎父子相爱相杀、桓温C位之战,人文历史,2019-08-29 23:22:13,313304,2430,476,1781,6307,257,10139
BV1B4411S74s,7481602,《两晋十六国》E10 北境崛起：慕容家族扫平辽东、战神慕容垂（霸）锋芒初现！,人文历史,2019-08-13 19:50:37,301062,1745,374,1194,3184,246,6995
BV1Gt411P7aB,7481602,《两晋十六国》E09 干戈难弥：慕容家族崛起、冉闵锋芒初露,人文历史,2019-07-27 02:36:38,308804,1397,314,1147,3105,182,7174
BV1rt411E7UE,7481602,《两晋十六国》E08 宫阙权谋：坏名声的开始魔王石虎父子、成汉李氏内乱,人文历史,2019-07-21 15:02:40,210663,774,186,741,1703,136,4524
BV17t411n7VH,7481602,【互动视频】《两晋十六国》E08 宫阙权谋：坏名声的开始魔王石虎父子、成汉李氏内乱,人文历史,2019-07-19 21:33:32,262020,1021,329,850,2702,122,5886
BV1o4411u7Fw,7481602,《两晋十六国》E06 两赵风云：北方格局的霸主之战,人文历史,2019-06-23 00:22:41,391879,1308,405,1566,5339,230,9982
BV1w4411u76y,7481602,《两晋十六国》E05 南争北斗：东晋北伐？没空！胡人南下？更没空！,人文历史,2019-06-07 05:02:56,429126,1687,601,1453,3651,261,8546
BV1W4411H7pf,7481602,《两晋十六国》E04 国无锐气：皇帝向大臣求和、东晋君臣的腰间盘表现一览,人文历史,2019-05-30 05:51:35,408455,1718,286,1344,2362,364,7225
BV1Z4411j7FL,7481602,《两晋十六国》E03 衣冠南渡：中原王朝最耻辱的重心南移,人文历史,2019-05-21 21:45:10,482190,1542,543,1676,2330,450,7620
BV1X4411E7gz,7481602,《两晋十六国》E02 八王之乱：司马杀司马联合司马又杀司马,人文历史,2019-05-14 21:14:30,535707,1796,645,2312,3071,1397,9149
BV1n4411Y77m,7481602,《两晋十六国》E01 最弱鸡的大统一王朝？西晋除了自己作，也是背了锅,人文历史,2019-05-09 22:40:04,810723,2083,1241,6681,5920,4611,16092
BV1h4411t7Fz,7481602,【完结】《正话三国》重现史书上的真三国,人文历史,2019-05-01 15:09:41,1510658,11847,1595,44221,27621,3378,36948
BV1N441187SY,7481602,《正话三国》E20 最终章：三国时代的终局之战,人文历史,2019-04-29 04:31:24,139783,592,225,438,1292,53,3395
BV1F4411h7ve,7481602,《正话三国》E18 他的一生告诉我们，忍的最高境界就是一辈子，阵脚不乱，然后…,人文历史,2019-04-26 04:46:50,199945,453,226,647,488,81,3165
BV1tb411G7Az,7481602,vlog 14 “超高性价比”相机稳定器 | 飞宇AK2000测评,数码,2019-04-24 05:31:57,6801,15,25,42,55,13,140
BV1tb411G7mx,7481602,《正话三国》E17 三国演义中被黑最惨的非他莫属，曹操都只能排第二,人文历史,2019-04-24 05:06:59,96095,197,352,205,288,31,1672
BV1Nb411M7HD,7481602,【VLOG 013】你有多久，没享受过这样惬意的周末了？,运动综合,2019-04-10 21:08:48,5350,41,15,32,83,13,182
BV1jb411W7Ha,7481602,《正话三国》E16 鞠躬尽瘁北伐志，秋风星落五丈原,人文历史,2019-04-03 18:27:47,86903,495,120,234,487,40,1908
BV1cb41147Rr,7481602,【VLOG 012】第一次穿汉服 | 樱花时节 | 长安·青龙寺,出行,2019-03-30 00:10:46,12262,71,42,86,171,45,451
BV1ob41147Xm,7481602,Vlog 011 又见博物馆 | 闪现成都 | 赏花健身涨知识一条龙 | 探秘金沙文化,出行,2019-03-25 17:50:17,5216,45,18,40,101,15,219
BV1Yb411n7JG,7481602,《正话三国》E15 B站名场面，丞相骂死王朗的历史真相,人文历史,2019-03-18 11:09:59,75699,233,54,178,410,29,1739
BV1gb411z7x1,7481602,《正话三国》E14 想当皇帝又不好意思说怎么办？ 曹丕刘备亲自现场教学,人文历史,2019-03-04 19:10:27,85031,282,178,199,429,31,1917
BV1pb411Y7e4,7481602,【Q & A Vlog#001】关于我，基本都在这里了 | 惨淡的B站 | 一吐为快的历史剧 | 西安老地名,日常,2019-02-20 19:31:57,29825,189,126,161,547,29,1534
BV1Bb41117P1,7481602,《正话三国》E12 草船借箭的历史真相 | 曹刘汉中之争 | 刘皇叔的人生巅峰,人文历史,2019-02-18 14:34:46,74957,253,42,194,410,19,1724
BV18b411r7AH,7481602,【安州牧的vlog 009】我在横店过春节 | 知否、四大名捕一堆影视拍摄地大揭秘 | 想吃饺子怎么这么难！,日常,2019-02-04 23:45:28,6250,23,8,28,55,5,186
BV1sb411C7Dh,7481602,《正话三国》E09刘备借荆州，有借无还。这个烂名声，皇叔不背了！,人文历史,2019-01-28 17:43:26,91592,295,285,212,355,32,1731
BV1St41187GP,7481602,《正话三国》E08曹操完成北方大业·刘皇叔喜提诸葛卧龙·长坂坡当阳桥的历史真相,人文历史,2019-01-21 17:51:29,85457,259,48,206,439,36,1709
BV14t411H7Pg,7481602,《正话三国》E07 没有千里走单骑·真实的官渡之战·曹操天选之子·打酱油的刘皇叔,人文历史,2019-01-14 17:53:21,102702,357,45,261,507,47,2117
BV1Zt411s7Np,7481602,【安州牧的vlog 008】这9天，我跨越了4324公里，从10℃到－23℃，从广州早茶到东北冰湖,出行,2019-01-10 17:07:26,6154,46,12,22,57,10,174
BV1Et411C7ZY,7481602,【安州牧的vlog 007】别眨眼，2分50秒，高能回放，这是我的2018,日常,2018-12-25 18:02:33,7023,8,27,31,68,6,199
BV1St411Y75y,7481602,【安州牧的vlog006】冬至这天吃饺子的奥义！双数！双数！,日常,2018-12-22 18:03:46,10942,56,86,41,144,29,415
BV1is411V7kE,7481602,震惊世界的中国古代军阵，原来还有这么骚的一面,人文历史,2018-07-05 12:00:43,25860,26,43,96,93,12,480
BV15s411V7PQ,7481602,九华山为什么会是地藏道场？释迦牟尼佛钦定的接班人,社科·法律·心理,2018-07-04 19:50:08,15077,47,54,138,190,53,463
BV1Ls41157tz,7481602,不仅是摔碗，这里是有酒有故事的西安城,人文历史,2018-06-29 11:23:40,5672,12,15,52,59,21,170
BV1us41177g9,7481602,在唐朝逛5A级景区是何种体验？,人文历史,2018-06-21 13:30:21,6259,14,19,51,78,34,220
BV1KW411A7cP,7481602,这个堪称史上最大的party上，连皇帝都只是陪衬,人文历史,2018-06-16 17:15:59,6510,8,5,48,67,19,189
BV1DW411A7zJ,7481602,关于大雁塔，你不能不知的故事,人文历史,2018-06-08 12:56:07,12841,19,12,210,100,191,335
BV1RW411P71y,7481602,西安骡马市背后，隐藏着明清两代最大的地区团体,人文历史,2018-05-31 18:36:02,6011,11,15,53,68,35,204
BV1Vp411R7eX,7481602,西安东郊这个大土堆里埋的到底是秦始皇他爸还是他爷？,人文历史,2018-05-24 18:36:45,7453,34,31,45,102,18,267
BV1Zp411Z7SC,7481602,一条金花路，半部长安史,人文历史,2018-05-18 11:13:19,7351,14,23,55,74,23,232
BV1KW411F7vc,7481602,在西安，这里曾是东方世界的中心,人文历史,2018-05-10 18:27:56,19467,47,63,167,226,53,676
BV1hW411M7Q4,7481602,《正话三国》E06 三国志中的徐州之争，曹操吊打刘吕袁,影视剪辑,2018-03-26 13:53:13,93440,223,64,199,392,35,1834
BV14x411H7RD,7481602,《正话三国》E05 刘皇叔的假主角光环,影视剪辑,2017-08-14 14:58:35,100924,234,57,230,466,33,2075
BV1Yx411H7eJ,7481602,《正话三国》E02 东汉末年的政治生态,影视剪辑,2017-08-02 21:31:38,142764,267,43,341,661,60,2835
BV1Rx411W7i5,7481602,《正话三国》E04 孙好人背锅盗玉玺，吕奉先翻墙做老王,影视剪辑,2017-08-01 04:30:45,95341,333,34,194,486,39,2076
BV1Rx411W7bG,7481602,《正话三国》E03要负天下人？曹操表示这锅不能背,影视剪辑,2017-08-01 04:29:00,120506,537,81,285,630,60,2563
BV1Rx411W7Z2,7481602,8.《西安老地名：新城广场》,人文历史,2017-08-01 01:06:39,20786,26,17,83,112,39,313
BV1dx411W7FV,7481602,6.《西安老地名：都城隍庙》,人文历史,2017-08-01 01:00:23,8043,15,20,62,94,43,278
BV1Rx411W7fN,7481602,7.《西安老地名：下马陵》,人文历史,2017-08-01 00:58:05,9816,22,22,60,94,52,311
BV1Rx411W799,7481602,4.《西安老地名：玉祥门》,人文历史,2017-08-01 00:54:28,10244,21,16,66,105,46,305
BV1Rx411W7Xi,7481602,5.《西安老地名：桥梓口、洒金桥》,人文历史,2017-08-01 00:50:49,11902,21,19,71,99,66,315
BV1kx411U7tS,7481602,《惊鸿长安》,社科·法律·心理,2017-04-26 15:38:05,81423,211,122,1368,1434,578,2723
BV1Ls411W7qi,7481602,3.《西安老地名：钟楼》,日常,2016-11-17 13:06:53,14112,35,17,81,137,56,515
BV1Ws411k7fW,7481602,2.《西安老地名：大雁塔》,搞笑,2016-08-22 16:32:46,19196,36,28,116,149,101,568
BV1Ks411y789,7481602,1.《西安老地名：通化门》,搞笑,2016-08-11 11:29:32,58462,94,117,235,254,83,1384
BV12A4m157je,7481602,天上掉馅饼当太子，李治凭什么能接的住这泼天富贵？《从初唐走向盛唐01》,人文历史,2024-02-10 10:30:00,912568,4740,3199,11273,38646,1288,52768
BV1dc411G7VY,7481602,用一张17世纪的古地图，随机挑战旅行中国《随机访古01》,人文历史,2023-05-29 18:23:51,453594,5225,1582,9354,31503,2702,36339
BV1K44y1Q7Jq,7481602,唐高祖：特恕二死！刘文静：真的吗？我不信《大唐创业03》,人文历史,2022-11-30 18:25:00,859077,7486,2145,4940,23708,1023,35805
BV1e3411A7QF,7481602,主业大隋皇帝，兼职圣人可汗【开皇大业02】,人文历史,2022-05-16 18:33:25,1267278,7752,1670,7128,23558,1254,39799
BV1YR4y1g74e,7481602,西 北 有 孤 忠,人文历史,2022-01-14 19:41:51,1317458,7538,3210,22129,37374,7644,57940
BV1g44y1a7pX,7481602,一部名士的教科书，魏晋南北朝历史的风趣注脚,人文历史,2021-12-22 18:58:16,267163,1483,758,2492,3259,398,12846
BV1pL4y1H7NH,7481602,《风云南北朝》E38 隋朝建立：古来得天下最易者？,人文历史,2021-12-10 17:29:07,899647,10695,4751,5870,24492,1568,34848
BV1Y44y1Y7fq,7481602,《风云南北朝》E36 太建北伐：南朝最后的高光时刻！,人文历史,2021-11-26 18:30:09,967957,9836,3017,5778,23214,1187,34272
BV1H44y1Y7gL,7481602,《风云南北朝》E35 北齐内斗：陛下，你强抢民女,人文历史,2021-11-19 18:09:29,735806,7540,2228,4088,17724,957,26306
BV1DQ4y1Q79e,7481602,【解毒03】北齐文宣帝高洋：当皇帝有多难,人文历史,2021-10-03 18:30:14,509838,2824,1236,2803,5893,742,16815
BV1Tb4y1S75N,7481602,我们，如何能了解古人？,人文历史,2021-08-20 18:30:18,100035,485,401,916,1422,158,6554
BV1gq4y1p7zj,7481602,《风云南北朝》E25 南朝危局：名场面，陛下何故造反邪？,人文历史,2021-07-30 17:36:59,968557,9263,2002,4880,18368,1514,27611
BV1iK411w7HD,7481602,《风云南北朝》E15 洛阳兵变：南梁淮水大坝功亏一篑、北魏盛极而衰危机四伏,人文历史,2021-04-02 20:41:53,903400,5764,1505,6387,32873,935,41686
BV1E54y1h7Cm,7481602,【直播回放】大明宫·遇见大唐,人文历史,2021-04-02 18:00:05,75588,778,278,1080,1593,513,5057
BV1RV411Y7Sk,7481602,汉朝PK罗马，探寻甘肃罗马村背后的真相,人文历史,2021-03-20 18:30:01,258439,2508,827,1996,1977,424,10868
BV1Af4y1i7sY,7481602,【河西走廊04】张国臂掖，以通西域！,社科·法律·心理,2020-11-28 10:25:42,145928,1092,344,914,2640,459,5913
BV1Mf4y1v75P,7481602,《风云南北朝》E06 同室操戈：前线统帅全员演员，刘彧大意再起兵戈,人文历史,2020-11-21 18:30:12,884133,4247,923,5047,19870,778,31055
BV1Y5411t737,7481602,《西北有孤忠》E02 时也运也命也：在错误的时间，遇到了对的人,人文历史,2020-04-19 18:00:36,375127,2596,1112,5438,20148,961,24532
BV1sE41137Pa,7481602,【VLOG 022】在线重建大明宫，梦回大唐！,人文历史,2020-03-14 19:50:45,94973,845,413,683,1799,395,4195
BV1N7411M7wA,7481602,【完结合集】《两晋十六国》看懂五胡乱华的乱世风雨,人文历史,2020-02-26 20:00:56,9200025,160927,9241,277362,201979,49674,191368
BV1p7411E72J,7481602,《两晋十六国》E32 刘宋王朝：刘裕代晋开启南朝时代、北方拓跋焘上线推进一统,人文历史,2020-02-17 01:36:03,449441,4256,1080,3138,13275,527,17467
BV1vE411d7p2,7481602,【VLOG 017】历史小透明逆袭成为中国现存之最：南禅寺大殿,出行,2019-10-13 22:38:56,95729,528,367,1074,1639,464,3643
BV1px411X7Qk,7481602,《两晋十六国》E07 北方纷纭 ：石勒盛极而衰，北境守护慕容家内乱又起,人文历史,2019-07-01 22:20:24,377022,2560,630,1397,4296,223,8959
BV1b4411h7GG,7481602,《正话三国》E19 超长待机孙权后的吴国，权力的游戏新玩家 关队上线,人文历史,2019-04-26 19:43:28,105396,332,79,231,370,39,1843
BV1hb411878Y,7481602,《正话三国》E13 就算关羽再小心，荆州还是会丢 | 刘备与孙权的荆州积怨,人文历史,2019-02-25 17:01:10,88742,220,147,217,375,28,1938
BV1Eb411r7rd,7481602,《正话三国》E10 周瑜二分天下，刘备花式借口，就是为了夺益州，本回曹操基本打了酱油,人文历史,2019-02-04 15:45:24,79760,212,111,219,490,21,1946
BV1js411H7bw,7481602,600年钟楼，镇压的竟是这等妖物！,人文历史,2018-07-12 10:45:51,15237,24,26,64,116,29,346
BV1Dx411U7jS,7481602,《正话三国》E01 刘皇叔的真实面孔,人文历史,2017-04-26 15:54:48,240160,528,197,1252,1479,266,5877
BV1BY4y187gf,7481602,从志比管晏到打工躺平的盛唐诗仙,人文历史,2022-04-28 18:32:21,178253,866,707,1088,4022,218,11609
BV1dT4y1d7da,7481602,到祖国的大西北去，看看这里的万里山河！,人文历史,2021-10-16 20:00:19,109138,833,371,1176,4198,623,8220
BV1kb411S7h6,7481602,《正话三国》E11 慈不掌兵义不掌财，仁厚刘璋错失良机， 腹黑刘备频频上线，夺益州,人文历史,2019-02-11 14:00:31,75047,209,43,210,569,26,1942
