bvid,uid,title,tname,pubdate,view,danmaku,reply,favorite,coin,share,like
BV1Lz4y157cV,7481602,太子为什么要谋反？《贞观07》,人文历史,2023-09-13 18:09:04,855873,9883,3512,5786,15459,1140,30090
BV1vp4y1777J,7481602,中日海上第一战，唐军如何以少胜多？,人文历史,2023-09-02 18:30:00,398316,4389,1191,4152,7232,914,24007
BV1Lu4y1e7S3,7481602,初唐=府兵制？来看看让唐军所向披靡的的真正主力！《贞观06》,人文历史,2023-08-23 20:59:19,896634,5878,1785,10302,20245,1172,39694
BV1W84y1Z7vb,7481602,香港，能有多老的古迹？3000年够不够！,人文历史,2023-08-21 12:17:21,193471,815,714,2197,2386,545,11681
BV1b84y1f7pK,7481602,两代人、十四年，在南方小县城修的“花屋”是什么水平？《随机访古02》,出行,2023-08-15 18:30:00,298267,2156,591,2128,8588,628,13345
BV1am4y1x7f9,7481602,万里用兵！灭高昌、征焉耆、伐龟兹，唐太宗如何鲸吞西域！《贞观05》,人文历史,2023-07-31 18:40:00,917197,9683,2175,8338,27929,1524,43826
BV1zV411K7dt,7481602,喜报：大唐探险家侯君集先生率部抵达黄河源头！《贞观04》,人文历史,2023-07-21 19:21:10,724555,6251,2148,5649,23893,928,37869
BV12c411M7gR,7481602,从城下之盟到灭国雪耻，复盘7世纪初的东亚霸主争夺战《贞观03》,人文历史,2023-06-19 22:31:44,948058,9156,2952,7527,27158,1660,41706
BV1N14y1D7gz,7481602,手把手教学，微操玩崩大汉王朝,人文历史,2023-06-14 18:01:31,491580,2917,1380,2787,4508,538,18431
BV1CX4y1t78F,7481602,理想和面包？一个视频讲透历史/考古类所有专业！【框框的b站大学-历史学类】历史学、历史学师范、考古学、文物与博物馆学、世界史、文物保护技术、外国语言与外国历史,校园学习,2023-06-09 20:05:00,622925,2417,2520,26913,13294,5536,39129
BV1vP411X7Pk,7481602,李世民如何劝退十万突厥骑兵？千年墓志铭揭开渭水之盟的隐藏功臣《贞观02》,人文历史,2023-06-02 19:14:42,947731,8195,3280,7672,26577,1760,42003
BV1AM4y1B7yE,7481602,乱世第一剑，先斩自己人！,人文历史,2023-05-23 18:00:00,641531,1480,1022,3172,4399,509,34774
BV1gh4y187qV,7481602,内外交困，李世民的贞观开局《贞观01》,人文历史,2023-05-17 18:48:48,1092989,7499,4232,10291,33049,2279,48660
BV1na4y1V7so,7481602,【完结合集】一口气看完从晋阳起兵到玄武门之变的大唐创业史诗,人文历史,2023-04-25 21:08:19,872548,6411,1587,28697,25550,3049,37554
BV1rh4y1H7g3,7481602,十二年，收复大唐四千里！,人文历史,2023-04-19 18:30:00,519793,1453,1130,5345,10721,1346,25788
BV1DT411s7fC,7481602,如何与贞观名臣齐聚一堂？,人文历史,2023-04-03 20:12:10,222185,967,701,1485,4789,592,12916
BV1P24y177zD,7481602,李世民：今天只能有一个太子！《大唐创业完结篇》,人文历史,2023-03-24 19:17:25,1220163,11295,5752,9930,39520,3665,50695
BV1Qb411o7rB,7481602,你永远可以相信山西古建带来的震撼,人文历史,2023-03-15 18:30:00,242761,551,756,4004,4185,1866,14180
BV1K24y1g7PN,7481602,李世民、李建成兄弟如何走向玄武门？《大唐创业09》,人文历史,2023-03-08 18:06:50,1023411,11305,4401,6863,25152,2106,38681
BV14v4y1e7ug,7481602,觉醒之门，英雄之地！,人文历史,2023-02-26 18:30:00,180977,655,646,836,2339,287,9478
BV19j411V7NJ,7481602,初唐名将纷纷折戟，刘黑闼何以席卷河北？《大唐创业08》,人文历史,2023-02-24 22:45:40,982315,7190,3270,5851,18735,1259,34793
BV1xM411Y7A9,7481602,李世民:我曾一战灭敌国！李靖:巧了，我也是。《大唐创业07》,人文历史,2023-02-08 17:10:12,1018812,6155,2430,6277,19956,1247,36600
BV1MD4y1W7PY,7481602,虎牢关外破十万，李世民一战擒两王《大唐创业06》,人文历史,2023-01-12 00:37:25,978719,8552,3228,6547,27333,2633,39814
BV1eA411Z7Ms,7481602,《 聚 众 百 万，今 日 起 兵 》,日常,2023-01-10 18:03:07,454647,1497,1586,2546,13003,776,28244
BV1YG4y1E7Tv,7481602,看似碾压，实则危机四伏的唐军东出《大唐创业05》,人文历史,2022-12-30 19:47:35,860280,6894,2037,5280,23539,1337,36014
BV1h24y1X76r,7481602,李渊:要不弃守河东？李世民:无所谓，我会出手《大唐创业04》,人文历史,2022-12-16 18:51:32,1174481,8643,3925,6345,21192,2130,36829
BV1NP4y1X7zs,7481602,【解毒07】隋炀帝、唐太宗、唐高宗，为什么一定要打高句丽？,人文历史,2022-12-10 18:30:00,1027432,9666,2312,7347,11342,1681,31954
BV1dY411R7mi,7481602,安史之乱对唐朝的影响到底有多大？【九州纵横】,人文历史,2022-11-27 19:30:00,898316,4427,2325,8334,11805,1797,34095
BV1jR4y1f7ns,7481602,瓦岗军降而复叛，李世民一战灭国《大唐创业02》,人文历史,2022-11-16 18:57:17,985545,7159,1809,5325,21408,1390,33817
BV1Mg411z7YQ,7481602,马尾遗恨、江阴沉船、万年核潜艇、世界第一，中国造船的百年往事,人文历史,2022-11-08 22:44:57,167275,1117,321,3942,3673,733,16926
BV1JW4y147LU,7481602,【解毒06】是谁让司马师惊掉眼球？（物理）,人文历史,2022-11-05 20:00:00,485555,2703,1099,2684,4726,641,16539
BV1M8411h7f3,7481602,时 空 穿 梭 机：平 遥,人文历史,2022-11-02 12:00:00,186999,791,623,2955,6262,1773,13988
BV19K411U7n7,7481602,百万之众一朝至此，瓦岗军李密如何丢了洛阳？《大唐创业01》,人文历史,2022-10-28 20:34:12,1481656,8516,1807,9772,30842,2701,46109
BV1cB4y1E7vU,7481602,【完结合集】一口气看懂隋朝的兴盛与衰亡,人文历史,2022-10-04 18:30:00,1434707,9687,1330,33276,22352,3910,34760
BV15d4y1B7Rh,7481602,《开皇大业》完结篇：隋炀帝如何落得身死国灭？,人文历史,2022-10-02 18:30:00,997206,11141,1357,9232,39009,2486,43516
BV17t4y1w7i1,7481602,李渊：你们先打，我拿个关中称帝就来！【开皇大业11】,人文历史,2022-09-26 19:27:04,914718,6850,2323,4949,17600,1298,31182
BV1vW4y1i7qL,7481602,【全盘解析】大汉限时外挂为何能一路超神？,人文历史,2022-09-16 18:30:00,737365,8236,2034,6499,11436,1565,29148
BV1hP4y1d7T2,7481602,建立大唐的晋阳起兵，到底谁是主谋？【开皇大业10】,人文历史,2022-09-14 18:30:00,777218,8002,3030,5663,22455,1477,33399
BV1he4y1h7Ay,7481602,【解毒05】晚唐小太宗，为何不能挽救国运？,人文历史,2022-09-09 18:30:00,958874,2816,2175,4932,5946,1111,26001
BV1tB4y1G7do,7481602,隋炀帝：从睥睨天下到躺平摆烂【开皇大业09】,人文历史,2022-08-31 22:18:58,980785,12093,2761,6610,26565,1931,37596
BV1JG41147Hx,7481602,隋唐英雄传的历史原型【开皇大业08】,人文历史,2022-08-24 18:30:00,1006389,11119,3172,5824,20808,1620,34145
BV1vG4y1a73W,7481602,《贵州星际航行指南》,人文历史,2022-08-18 18:51:11,228426,490,510,862,2089,625,7488
BV18T411E7du,7481602,手把手教你玩崩百万大军，收手吧阿广【开皇大业07】,人文历史,2022-07-27 18:30:00,1116944,8967,4442,7370,26232,2185,45113
BV1hd4y1Q7BA,7481602,隋炀帝这么厉害，百姓为何要反？【开皇大业06】,人文历史,2022-07-18 21:25:19,1369283,14808,5311,10362,27213,3372,47170
BV13U4y1D7bN,7481602,计划很完美，第一步就得罪勋贵和百姓【开皇大业05】,人文历史,2022-07-06 18:30:00,1161679,11389,4446,7677,24604,2020,40328
BV1SB4y1q764,7481602,汉武帝如何将星空建造成长安？,人文历史,2022-06-25 18:30:00,162227,691,467,1233,2291,497,9056
BV1aS4y1v7YF,7481602,隋炀帝和他的兄弟们【开皇大业04】,人文历史,2022-06-22 19:26:48,1033774,8742,2477,5450,21695,1164,34977
BV1iU4y1R7W9,7481602,一路向北，寻找横亘万里的中华巨龙！,人文历史,2022-06-13 18:56:40,267354,759,431,843,1902,241,8811
BV1G5411Q7a8,7481602,杨广:剧透一下，我赢了【开皇大业03】,人文历史,2022-06-03 18:31:40,1090850,8168,2495,5659,20956,1379,35601
BV1SB4y1Q7V5,7481602,【直播回放】一步50年，考古工地长什么样？,人文历史,2022-05-25 19:04:15,71967,449,205,538,1133,166,4927
BV1yU4y117zr,7481602,高燃110秒！我们为什么要去博物馆？,人文历史,2022-05-17 18:06:40,288352,181,789,4653,2802,1387,15741
BV16u411z7xE,7481602,通史必读！《国史大纲》背后的故事,人文历史,2022-05-08 18:00:30,231679,785,1184,3135,3200,672,12846
BV12F411M7Bb,7481602,一个视频看懂大清如何崩塌！【北洋时代03】,人文历史,2022-04-23 20:58:15,1194849,11128,4240,13793,24963,2826,50990
BV1iA4y197K6,7481602,看懂隋朝开皇之治的盛与衰【开皇大业01】,人文历史,2022-04-13 17:19:12,2192512,10876,4780,23175,46540,5898,70906
BV1tT4y1U7m5,7481602,从“煎商”到“九锡”，UP主的过河经验,人文历史,2022-03-19 18:30:19,440037,2002,1393,5452,18565,739,39531
BV1fP4y1M7PR,7481602,袁世凯：我有六镇~尔朱荣：巧了，我也有！【北洋时代02】,人文历史,2022-03-18 18:30:06,1117141,12950,3302,9437,22827,2034,42218
BV1YS4y1F7fM,7481602,练兵能救大清吗？袁世凯：不能【北洋时代01】,人文历史,2022-02-23 18:30:01,1324095,10609,2503,15110,25246,4032,51553
BV12S4y1V7tR,7481602,【解毒04】北魏孝文帝：一场改变历史的改革背后,人文历史,2022-02-02 21:00:16,580546,2042,2049,4928,9806,1516,22813
BV1ET4y1174t,7481602,魏晋南北朝乱世的另一面,人文历史,2022-01-16 18:00:06,679808,2166,1324,3779,4994,1137,18198
BV1w3411v7jd,7481602,【完结合集】一口气看完170年的乱世南北朝,人文历史,2022-01-15 18:30:18,8858818,134535,6194,344059,194129,40732,206277
BV1XM4y1F7gK,7481602,【归义军番外篇】藏经洞为何封闭千年无人知？百年来敦煌遗书的坎坷之路,人文历史,2021-12-31 21:07:34,211540,1453,1094,2498,5782,1022,11904
BV1Jm4y1979S,7481602,《风云南北朝》完结篇：四百年乱世，华夏重归一统！,人文历史,2021-12-24 17:59:16,1222726,12634,4148,17361,59072,4813,55914
BV1RF411q7jf,7481602,《风云南北朝》E39 黎明前夜：做大隋的奴真是我的荣幸啊！,人文历史,2021-12-17 21:13:25,733183,9712,2736,4588,19164,961,27491
BV13b4y1B7qR,7481602,《风云南北朝》E37 北周灭齐：宇文邕统一北方！,人文历史,2021-12-03 15:13:57,916989,10222,4208,5853,23709,1830,32690
BV16R4y1E7rH,7481602,从紫禁城到故宫，寻找这里的“保护神”,人文历史,2021-11-12 18:00:00,122903,161,371,1046,869,148,5484
BV1iq4y1r7uv,7481602,《风云南北朝》E34 邙山之战：兰陵王的高光时刻！,人文历史,2021-11-05 18:08:05,904421,6579,3252,5886,21520,1829,31115
BV1fq4y197fg,7481602,《风云南北朝》E33 暗流涌动：宇文毓：我准备好了！宇文护：不，你没有,人文历史,2021-10-27 19:36:17,691149,6107,2221,4134,18407,779,26593
BV17R4y1H76e,7481602,《风云南北朝》E32 乾明之变：终点前你们就不干点正事！,人文历史,2021-10-15 18:03:27,753081,6133,1969,3718,16202,859,24142
BV1EL4y1z7jN,7481602,《风云南北朝》E31 北周南陈:陈霸先接手南朝最难开局,人文历史,2021-10-01 00:23:16,883689,5927,2102,4296,16415,1061,26092
BV1R44y1b7ry,7481602,盛唐顶流和她身边的男人们，李杜都曾是她的迷弟,人文历史,2021-09-27 18:30:11,170323,860,568,1670,2569,386,10478
BV1N34y1X7Nf,7481602,《风云南北朝》E30 英雄天子：我的前半生,人文历史,2021-09-20 18:30:18,793940,6451,2208,4267,17720,978,26012
BV18f4y1w7sy,7481602,《风云南北朝》E29 乱世新局：星际战将的陨落,人文历史,2021-09-15 18:30:13,759825,8169,2171,4483,18493,1089,26144
BV1vP4y1a7bN,7481602,解毒02:梁武帝萧衍，南朝最聪明的皇帝，却令取笑千载？,人文历史,2021-09-03 17:33:07,538968,2269,1686,4978,15037,1664,22486
BV14L4y1Y7C9,7481602,《风云南北朝》E28 北齐立国：善待给你做饭的人,人文历史,2021-08-27 18:08:25,874535,7492,2372,4610,17565,1099,27553
BV1B64y1q79w,7481602,《风云南北朝》E27 饿死台城：我开国我亡国，合情合理（狗头）,人文历史,2021-08-18 19:23:46,788873,8919,2823,4612,17848,1521,27514
BV1364y1e7Nn,7481602,好一个宝“藏”！西藏的第一面五星红旗在这里升起,热点,2021-08-16 21:32:05,65026,272,267,349,740,129,10483
BV1qq4y1n7xN,7481602,如何让星星谈恋爱？【太史令的日常01】,人文历史,2021-08-08 18:30:18,82545,611,479,666,1816,320,5637
BV1Eq4y1Q7jd,7481602,《风云南北朝》E26 侯景之乱：就是你把侯景引到这来的？,人文历史,2021-08-06 18:13:28,845126,7104,2485,4449,16253,1541,25371
BV1Mo4y1Q7Jd,7481602,【人在囧途】万人坑、高欢城，寻访玉壁古战场,人文历史,2021-07-20 19:10:20,258297,2509,863,2661,12223,1185,17766
BV1vU4y137PF,7481602,《风云南北朝》E24 玉壁鏖战： 攻下一座城会有多难？,人文历史,2021-07-14 18:30:10,989093,11515,2941,8682,36265,3106,39210
BV1E54y1p7qp,7481602,《风云南北朝》E23 文治武功：鲜卑化的汉人与汉化的鲜卑人,人文历史,2021-06-30 18:51:55,832493,7322,1724,5331,22541,1517,29082
BV1Zy4y1T76d,7481602,《风云南北朝》E22 沙苑之战：隋唐家长群上线、高欢距离改变历史就差一把火,人文历史,2021-06-23 18:38:01,820272,7496,2059,4280,18848,1301,25448
BV1L44y1B7WY,7481602,《风云南北朝》E21：魏分东西 孝武帝元修出逃关中、高欢宇文泰二分北魏,人文历史,2021-06-11 19:30:54,924196,9162,2379,4652,19325,1389,29093
BV1QK4y1g7qf,7481602,《风云南北朝》E20 大厦将倾：憨憨尔朱兆威信难立、高欢建业站稳C位,人文历史,2021-06-04 19:02:20,851605,7072,1511,4437,18891,1146,26213
BV1x64y1k7up,7481602,《风云南北朝》E19 枭雄之死：贺拔岳西入关中、元子攸手刃尔朱荣,人文历史,2021-05-26 19:03:07,804344,5954,1691,3939,15941,1051,23903
BV1yV411j7ao,7481602,一手糖果一手刀，骈文劝降有奇效。读《与陈伯之书》,人文历史,2021-05-21 19:07:27,278399,399,631,1981,2924,677,9450
BV1G64y1m7kP,7481602,《风云南北朝》E18 白袍北伐：名师大将莫自牢、千兵万马避白袍,社科·法律·心理,2021-05-14 17:49:08,965874,7437,1937,6010,20647,2030,30621
BV1jZ4y1F7Yg,7481602,名场面，王司徒的真实人生,人文历史,2021-04-29 20:00:04,191782,710,345,1563,2269,683,9395
BV1RK4y1R77r,7481602,《风云南北朝》E17 河阴之变：北魏内乱迭起、尔朱荣杀戮百官,人文历史,2021-04-28 18:00:08,916491,6517,1905,4856,18985,1273,28545
BV155411c7Rq,7481602,《风云南北朝》E16 六镇起义：繁华声遁入空门折杀了世人、北魏从此衰落,人文历史,2021-04-09 20:52:39,1026048,7191,1648,5752,21724,1411,32276
BV1sf4y1x7Zx,7481602,在兵马俑偶遇在逃皇帝秦始皇,人文历史,2021-03-27 18:00:03,63787,416,232,347,877,102,3973
BV1wy4y1t7vq,7481602,《风云南北朝》E14 钟离之战：韦老虎名震合肥、南朝取得对北作战最大胜利,人文历史,2021-03-19 18:30:00,918557,5815,1544,4526,16621,1414,24964
BV1Di4y1T7rp,7481602,《风云南北朝》E13 萧梁代齐：南齐大臣纷纷排队造反、萧衍起兵入主建康,人文历史,2021-03-05 17:28:29,907305,7650,1794,5122,18896,1128,28411
BV1Ao4y1R7i6,7481602,《风云南北朝》E12 南齐末路:元宏萧鸾双双下线、南北朝同时开启十七岁的天空,人文历史,2021-02-24 18:41:16,841847,5278,1239,4655,17739,782,26450
BV1dp4y1H7rt,7481602,《风云南北朝》E11 全面汉化：教科书里不曾提到的孝文帝改革局限性,人文历史,2021-02-05 18:55:06,874658,5533,1203,5592,18838,1227,29050
BV1qr4y1K7WJ,7481602,《山海经》×《楚辞》，探寻大禹治水背后的秘密,人文历史,2021-02-03 18:00:09,199353,824,450,1971,2059,259,7917
BV1kT4y1P7oo,7481602,《风云南北朝》E10 萧鸾篡位：迁都洛阳汉化之路不易、外支夺权南齐再生波澜,人文历史,2021-01-29 19:02:04,888933,5944,1066,4035,14155,874,23037
BV1mo4y1o7PA,7481602,一句情话，让他的政权被铭记千年,人文历史,2021-01-21 18:30:15,643784,3167,1214,5128,5293,1662,19193
BV1CX4y1K7MQ,7481602,《风云南北朝》E09 改革先声：面对战乱百年的社会积弊、南北两朝各交答卷,人文历史,2021-01-15 20:00:00,850585,4524,967,4456,16438,838,24532
BV1LA411H7Cv,7481602,【河西走廊05】曾见证玄奘西行的瓜州遗宝、敦煌跨越千年的历史相遇,人文历史,2021-01-09 15:53:39,161645,832,296,938,2551,466,5696
BV145411p7LS,7481602,【完结合集】《西北有孤忠》由唐至宋，失落的敦煌归义军时代,人文历史,2021-01-03 19:30:03,942944,9474,1423,38667,39561,9727,42489
BV1zy4y1U76Z,7481602,《西北有孤忠》最终章：党项崛起 河西走廊易主、182年归义军荡气回肠,人文历史,2020-12-31 23:15:01,383155,1741,888,5265,14519,800,18948
BV1X64y1o7VR,7481602,宋真宗17 || 盛唐陨落，河西走廊群雄割据，宋朝联蕃制夏，何以诱发三都谷会战？【千秋一面】,人文历史,2020-12-26 18:30:10,169612,1009,382,1933,4614,254,8412
BV1rf4y1e7r3,7481602,《风云南北朝》E08 萧齐代宋：电影都不敢编的魔幻剧情，只有南北朝,人文历史,2020-12-23 19:52:13,1121755,7587,1671,6007,17725,1298,27982
BV18p4y1z7ck,7481602,《风云南北朝》E07 青州之战：两度交锋刘宋丢失淮北、南北“谐音梗”幼子上位,人文历史,2020-12-09 18:51:17,877961,5397,1231,4733,17532,812,25907
BV1dV411y7An,7481602,【河西走廊03】河西走廊东大门，一座“十六国”记忆的城市，武威,人文历史,2020-10-31 20:45:47,133041,735,303,805,1856,402,4841
BV16a411A7LU,7481602,《西北有孤忠》E07 沙州回鹘：解锁河西走廊新势力，戏耍归义军、甘州回鹘老霸主,人文历史,2020-10-26 17:37:18,205679,1115,580,1686,5541,321,9653
BV1uT4y1w7VE,7481602,解毒01：孝武帝刘骏，究竟能不能进南北朝君王前五，看完你就知道了,人文历史,2020-10-18 16:09:49,420166,1150,1293,2207,4721,409,12617
BV19z4y1d77r,7481602,《风云南北朝》E05 血色宫闱：南朝刘子业暴躁登场、北朝冯太后临朝称制,人文历史,2020-10-13 18:30:53,968671,4541,1588,4226,12727,1101,22741
BV19p4y1e74h,7481602,【河西走廊02】永泰古城，小众却厚重的历史印记,人文历史,2020-09-29 12:00:49,145304,688,382,1261,2374,775,5836
BV1na4y1j7ij,7481602,【河西走廊01】来开启这座宝藏省份吧！,出行,2020-09-24 18:00:08,183173,920,369,1388,2435,1173,6263
BV1da4y1j7PW,7481602,两个时代的军事天才，一场跨越六百年的史诗双厨联动！,人文历史,2020-09-23 18:00:09,421846,1677,717,2476,2674,395,13045
BV1YA411E7Hd,7481602,《风云南北朝》E04 诸王内乱：刘宋内乱伊始，北魏迎来变革倒计时,人文历史,2020-09-18 18:30:28,983173,6495,1752,4629,16539,988,25044
BV1tV411U7xx,7481602,《西北有孤忠》E06 韬光养晦：曹议金梅开三度，带领归义军破局重生！,人文历史,2020-08-23 19:00:30,169177,1245,526,1674,5917,355,9453
BV1tf4y1Q7z9,7481602,《风云南北朝》E03 祸起萧墙：拓跋焘、刘义隆南北冤家，双双意外出局！,人文历史,2020-08-22 19:00:02,1066967,10074,1919,5200,17748,1468,27456
BV1HC4y1b7vN,7481602,《风云南北朝》E02 崔浩之死：北魏汉化受挫、元嘉二次北伐拓跋焘饮马长江,人文历史,2020-07-26 12:51:43,1188575,9911,2270,6700,21239,1599,31370
BV16v411q7NS,7481602,在唐玄宗的家里开碰碰车，是一种怎样的体验？,出行,2020-07-17 18:17:47,153023,605,410,437,1325,223,4515
BV1xz411v7AV,7481602,《风云南北朝》E01 纷乱时代：十六国第三“赢家”仇池浪出局、南北之争拉开元嘉草草序幕,人文历史,2020-07-10 18:30:28,2643305,10758,2511,34374,50071,12658,65819
BV1xg4y1q7Kn,7481602,《西北有孤忠》E05 西汉金山国：可汗是父，天子是子,人文历史,2020-06-23 22:03:40,271088,1315,626,2498,8401,371,13149
BV15z411i7QX,7481602,后 浪 翻 盘！官渡大战的必然与偶然【汉末风云08】,人文历史,2020-06-12 20:48:35,305576,3443,1071,4776,15396,861,19799
BV1Sk4y167Jt,7481602,《西北有孤忠》E04 多难之秋：什么？！朕的大唐……,人文历史,2020-05-27 19:00:52,284150,2293,836,2839,9935,648,13921
BV1Hz411q7zN,7481602,《西北有孤忠》E03 举步维艰：张氏归义军的最后荣光,人文历史,2020-05-13 18:50:00,315146,2739,1158,4718,18026,915,21329
BV1kV411o7Rn,7481602,《西北有孤忠》E01 向长安报捷：张议潮收复河西，归义军登上历史舞台！,人文历史,2020-04-10 22:58:04,750787,5093,1981,12811,36500,6327,43878
BV1bZ4y1j72Y,7481602,【VLOG 023】小牌牌开箱一波三折、归义军上线预告，有惊喜哟~,日常,2020-03-28 22:52:55,34909,395,344,179,1117,39,2891
BV1k7411T7gx,7481602,《两晋十六国》 最终章：五胡十六国时代完结，然而铁血与战争仍将继续,人文历史,2020-02-25 19:04:54,683492,5961,1587,6829,25616,1340,25592
BV157411A7ub,7481602,《两晋十六国》E33 元嘉草草：宋文帝一手好牌开局被打脸、胡夏骚操作亡国,人文历史,2020-02-20 03:49:39,393622,2507,795,2353,9946,558,14513
BV1L741147eB,7481602,《两晋十六国》E31 长安长安：三千却月阵大败三万北魏骑兵、灭后秦刘裕气吞万里！,人文历史,2020-02-10 00:07:49,515648,4943,3083,3254,12476,1303,19135
BV1z7411H74V,7481602,《两晋十六国》E30 刘裕北伐：六味地黄丸刘裕Carry全场、灭燕破蜀进位东晋第一权臣,人文历史,2020-02-06 00:36:45,746094,3789,1002,3270,8558,978,16301
BV1H7411x7p2,7481602,《两晋十六国》E29 胡夏立国：桓楚后燕退场、刘裕入主建康、赫连勃勃再次上线立国,人文历史,2020-02-01 19:46:39,312614,1852,538,1669,6764,353,10326
BV1A7411e7Ln,7481602,论：压岁钱的正确使用方式（手动狗头）,人文历史,2020-01-25 08:00:22,10728,29,50,73,266,29,759
BV1A7411e7BG,7481602,除夕守岁打怪兽过年的传说，你真的信了吗？,人文历史,2020-01-24 09:00:51,11068,20,44,90,239,39,758
BV1D7411a77v,7481602,《两晋十六国》E28 桓楚建立：刘牢之一人三反自食其果、柴壁之战北魏坐实北方霸主,人文历史,2020-01-23 21:33:56,297016,1889,419,2140,10749,309,13330
BV1A7411e7Co,7481602,贴春联，到底什么来历呢？又有啥作用？,人文历史,2020-01-23 17:35:49,18556,34,117,320,363,258,1009
BV1TJ411n7qt,7481602,《两晋十六国》E27 河西之乱：四凉瓜分河西之地、刘裕初露头角展现开挂操作,人文历史,2020-01-16 01:41:19,299317,2708,621,1681,6770,359,9973
BV1mJ411H7sQ,7481602,《两晋十六国》E26 慕容哀歌：自取其败慕容宝、菜鸡互啄东晋臣,人文历史,2020-01-10 21:36:21,273590,1343,688,1407,5849,224,9023
BV1pJ41157pr,7481602,《两晋十六国》E25 乱世分裂：后凉分裂、东晋内斗再起、捣蛋鬼洛基谢幕,人文历史,2020-01-07 21:31:30,282149,1841,531,1622,6761,262,9864
BV1FJ41187Ck,7481602,【VLOG 021】2019年度总结，成为UP主的幕后历程,日常,2020-01-01 20:40:12,26146,199,362,270,1258,76,2156
BV1ZJ411h7Gh,7481602,《两晋十六国》E24 参合陂前：北魏从此进吞中原、慕容垂心碎参合陂,人文历史,2019-12-28 21:30:39,345071,3668,769,1648,6328,444,10438
BV1XJ411s7p4,7481602,【VLOG 020】十六国最有机会统一的君王、寻访苻坚长眠之地,出行,2019-12-23 17:52:25,295282,1647,979,1873,3960,1039,8896
